File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF391XMO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR727IJD	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1244'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54811/'], '@type': ['Target', 'Item'], 'name': 'ZNF562-human', 'label': 'ZNF562', '@id': '/targets/ZNF562-human/', 'title': 'ZNF562 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '338968d1-3d72-479f-80cc-77d7a4291555', 'status': 'released'}				ZNF562-human	DNA				formaldehyde		2022-08-31	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF739OZT/, /files/ENCFF310KTS/, /files/ENCFF356LFX/, /files/ENCFF710FGU/	40688	ENCODE Processing Pipeline	dff9a73a94a7832dda48b411b5e60a8b		https://www.encodeproject.org/files/ENCFF391XMO/@@download/ENCFF391XMO.bed.gz				released	s3://encode-public/2022/08/27/cfc3297d-7347-4669-822d-933589040444/ENCFF391XMO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/08/27/cfc3297d-7347-4669-822d-933589040444/ENCFF391XMO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	borderline replicate concordance, missing genetic modification reagents		
ENCFF636GBV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BNA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZBTB33-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF010YAD/, /files/ENCFF400GLJ/, /files/ENCFF459YUC/, /files/ENCFF356LFX/, /files/ENCFF285GKD/	42655	ENCODE Processing Pipeline	c41e25f8bbd5b1fae9d8b04657728c20		https://www.encodeproject.org/files/ENCFF636GBV/@@download/ENCFF636GBV.bed.gz				released	s3://encode-public/2021/01/05/fb3d2fd0-2eba-498d-a255-c9ac9e7eaa09/ENCFF636GBV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/05/fb3d2fd0-2eba-498d-a255-c9ac9e7eaa09/ENCFF636GBV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, mild to moderate bottlenecking, low read length, moderate library complexity	insufficient read depth	
ENCFF216ISR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR946BKU	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7376/'], '@type': ['Target', 'Item'], 'name': 'NR1H2-human', 'label': 'NR1H2', '@id': '/targets/NR1H2-human/', 'title': 'NR1H2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '9307f443-b24c-468f-9b28-51e667612431', 'status': 'released'}				NR1H2-human	DNA				formaldehyde		2022-10-03	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF048UGF/, /files/ENCFF783QNR/, /files/ENCFF174UOC/	91804	ENCODE Processing Pipeline	45be6b90641d42df499265e5e49827b2		https://www.encodeproject.org/files/ENCFF216ISR/@@download/ENCFF216ISR.bed.gz				released	s3://encode-public/2022/09/28/653126f9-ed78-45c5-8467-f84d2fa4b9ab/ENCFF216ISR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/28/653126f9-ed78-45c5-8467-f84d2fa4b9ab/ENCFF216ISR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	low read depth, borderline replicate concordance, missing genetic modification reagents		
ENCFF672ZEZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR155IXY	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1079'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/65988/'], '@type': ['Target', 'Item'], 'name': 'ZNF747-human', 'label': 'ZNF747', '@id': '/targets/ZNF747-human/', 'title': 'ZNF747 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '117f78c4-ca10-49f4-9547-39931a7562f0', 'status': 'released'}				ZNF747-human	DNA				formaldehyde		2023-01-06	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF552QNO/, /files/ENCFF423YKZ/, /files/ENCFF356LFX/, /files/ENCFF522JVF/	305267	ENCODE Processing Pipeline	0cbe0849a7e19dbc9ed6b0c89d2dc9e6		https://www.encodeproject.org/files/ENCFF672ZEZ/@@download/ENCFF672ZEZ.bed.gz				released	s3://encode-public/2022/12/19/efc84afa-5aa7-4a5a-adee-9822c1f47420/ENCFF672ZEZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/12/19/efc84afa-5aa7-4a5a-adee-9822c1f47420/ENCFF672ZEZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, missing genetic modification reagents		
ENCFF542SUS	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR136QQF	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5966/'], '@type': ['Target', 'Item'], 'name': 'REL-human', 'label': 'REL', '@id': '/targets/REL-human/', 'title': 'REL (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'b91dd578-41cd-4993-b1ca-f9ecb04ede46', 'status': 'released'}				REL-human	DNA				formaldehyde		2022-08-15	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF739OZT/, /files/ENCFF356LFX/, /files/ENCFF081BNI/, /files/ENCFF329CCJ/	178870	ENCODE Processing Pipeline	5a3b24d17eb654fd3ae3fe01fca72256		https://www.encodeproject.org/files/ENCFF542SUS/@@download/ENCFF542SUS.bed.gz				released	s3://encode-public/2022/07/23/3c06c951-9ead-4d00-acf5-23c25a9ae691/ENCFF542SUS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/23/3c06c951-9ead-4d00-acf5-23c25a9ae691/ENCFF542SUS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents, moderate library complexity		
ENCFF615SJG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR976KGR	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8030/'], '@type': ['Target', 'Item'], 'name': 'CCDC6-human', 'label': 'CCDC6', '@id': '/targets/CCDC6-human/', 'title': 'CCDC6 (Homo sapiens)', 'investigated_as': ['other context'], 'uuid': 'f3eaeaab-49d0-411c-a312-e459fba199ae', 'status': 'released'}				CCDC6-human	DNA				formaldehyde		2022-10-03	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF160NGN/, /files/ENCFF507UZR/, /files/ENCFF931DIL/	350109	ENCODE Processing Pipeline	d8c6e797d5e4f3e4c12917c8a0add1b8		https://www.encodeproject.org/files/ENCFF615SJG/@@download/ENCFF615SJG.bed.gz				released	s3://encode-public/2022/09/28/fbdf0486-0ac9-4a88-8f73-0945543d8585/ENCFF615SJG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/28/fbdf0486-0ac9-4a88-8f73-0945543d8585/ENCFF615SJG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents, moderate library complexity		
ENCFF774KWE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR912NEF	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:MGA'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23269/'], '@type': ['Target', 'Item'], 'label': 'MGA', 'title': 'MGA (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'ff966dc9-2cda-44bc-9286-7ea9ca245e72', 'schema_version': '14', 'name': 'MGA-human', '@id': '/targets/MGA-human/', 'status': 'released'}				MGA-human	DNA				formaldehyde		2022-09-30	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF163VDO/, /files/ENCFF356LFX/, /files/ENCFF138ONG/, /files/ENCFF455ETM/	778431	ENCODE Processing Pipeline	0084f589b416202ab0dee6262ccf58e0		https://www.encodeproject.org/files/ENCFF774KWE/@@download/ENCFF774KWE.bed.gz				released	s3://encode-public/2022/09/05/b2b11a39-357c-4243-bbc7-5c51c5d1cfd1/ENCFF774KWE.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/05/b2b11a39-357c-4243-bbc7-5c51c5d1cfd1/ENCFF774KWE.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF088YXY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR928API	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										RFX1-human	DNA						2017-11-14	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF103UXM/, /files/ENCFF243SVA/, /files/ENCFF622QQU/, /files/ENCFF356LFX/, /files/ENCFF184JEA/	109224	ENCODE Processing Pipeline	6e606b1e24f4a13891e894c4caabb8a4		https://www.encodeproject.org/files/ENCFF088YXY/@@download/ENCFF088YXY.bed.gz				released	s3://encode-public/2020/12/03/2e416250-51ec-4507-afd1-2274866e3e01/ENCFF088YXY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/2e416250-51ec-4507-afd1-2274866e3e01/ENCFF088YXY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released			
ENCFF016EAV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR117XJA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-594'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/388536/'], '@type': ['Target', 'Item'], 'name': 'ZNF790-human', 'label': 'ZNF790', '@id': '/targets/ZNF790-human/', 'title': 'ZNF790 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '250cf37d-a820-4668-b114-8559a4635975', 'status': 'released'}				ZNF790-human	DNA				formaldehyde		2022-07-15	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF169ULK/, /files/ENCFF968JSW/, /files/ENCFF954YHR/	191015	ENCODE Processing Pipeline	2382a88ee180416f94aebf4c52f1871a		https://www.encodeproject.org/files/ENCFF016EAV/@@download/ENCFF016EAV.bed.gz				released	s3://encode-public/2022/05/25/b7885ea4-7742-4444-9118-9996aa89e3ba/ENCFF016EAV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/05/25/b7885ea4-7742-4444-9118-9996aa89e3ba/ENCFF016EAV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking, borderline replicate concordance		
ENCFF227RXB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR124XCX	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:TRIM24'], 'aliases': ['michael-snyder:TS-2050'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8805/'], '@type': ['Target', 'Item'], 'label': 'TRIM24', 'title': 'TRIM24 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6d62c077-35b1-4119-a5ce-bbbeddbd84f0', 'schema_version': '14', 'name': 'TRIM24-human', '@id': '/targets/TRIM24-human/', 'status': 'released'}				TRIM24-human	DNA				formaldehyde		2022-08-15	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF617LSN/, /files/ENCFF272GBE/, /files/ENCFF356LFX/, /files/ENCFF715IJL/	80483	ENCODE Processing Pipeline	92f4d1a8338104d8a3a3c80b61ce122e		https://www.encodeproject.org/files/ENCFF227RXB/@@download/ENCFF227RXB.bed.gz				released	s3://encode-public/2022/07/23/4e3bc6f7-ee7a-418e-abef-a3629f659446/ENCFF227RXB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/23/4e3bc6f7-ee7a-418e-abef-a3629f659446/ENCFF227RXB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF496HIK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR488ZNK	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1474'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9726/'], '@type': ['Target', 'Item'], 'name': 'ZNF646-human', 'label': 'ZNF646', '@id': '/targets/ZNF646-human/', 'title': 'ZNF646 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '54000d10-79c7-4762-b8c8-af8f5f1e21e8', 'status': 'released'}				ZNF646-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF307AOU/, /files/ENCFF954YHR/, /files/ENCFF356LFX/, /files/ENCFF515FHM/	213575	ENCODE Processing Pipeline	e6e57c54bb60102d8bbc7ad9487247a2		https://www.encodeproject.org/files/ENCFF496HIK/@@download/ENCFF496HIK.bed.gz				released	s3://encode-public/2021/08/02/c167bd9a-6982-428c-b7cd-6e98c2d6022a/ENCFF496HIK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/c167bd9a-6982-428c-b7cd-6e98c2d6022a/ENCFF496HIK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF594DAV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR574YRZ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1475'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9753/'], '@type': ['Target', 'Item'], 'name': 'ZSCAN12-human', 'label': 'ZSCAN12', '@id': '/targets/ZSCAN12-human/', 'title': 'ZSCAN12 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '63396139-7c78-41b9-b321-274dc074a62d', 'status': 'released'}				ZSCAN12-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF642EOI/, /files/ENCFF657NDS/, /files/ENCFF356LFX/, /files/ENCFF015MZK/	128209	ENCODE Processing Pipeline	902d1014808f3b38278c7f299aea8614		https://www.encodeproject.org/files/ENCFF594DAV/@@download/ENCFF594DAV.bed.gz				released	s3://encode-public/2021/08/02/0e389bcb-52e2-40f7-a450-00ea9975af0d/ENCFF594DAV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/08/02/0e389bcb-52e2-40f7-a450-00ea9975af0d/ENCFF594DAV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF942JZO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR170AMG	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1896'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2296/'], '@type': ['Target', 'Item'], 'name': 'FOXC1-human', 'label': 'FOXC1', '@id': '/targets/FOXC1-human/', 'title': 'FOXC1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '904cbe32-1beb-4f8d-9af7-6ba8716e3670', 'status': 'released'}				FOXC1-human	DNA				formaldehyde		2022-01-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF044PLM/, /files/ENCFF356LFX/, /files/ENCFF640PBL/, /files/ENCFF366KRE/	353006	ENCODE Processing Pipeline	943f4e45e0a148b2643c98bd96d0efe3		https://www.encodeproject.org/files/ENCFF942JZO/@@download/ENCFF942JZO.bed.gz				released	s3://encode-public/2022/01/01/3053542a-9452-419a-b74b-cdc36e53263d/ENCFF942JZO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/01/01/3053542a-9452-419a-b74b-cdc36e53263d/ENCFF942JZO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, borderline replicate concordance, missing genetic modification reagents		
ENCFF383BYS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR282ZLP	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:JUND'], 'aliases': ['michael-snyder:TS-233'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3727/'], '@type': ['Target', 'Item'], 'label': 'JUND', 'title': 'JUND (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '96fbda66-64c0-49ed-94ce-d51002169ea4', 'schema_version': '14', 'name': 'JUND-human', '@id': '/targets/JUND-human/', 'status': 'released'}				JUND-human	DNA				formaldehyde		2022-08-15	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF783QNR/, /files/ENCFF363YHY/, /files/ENCFF574DLO/	234009	ENCODE Processing Pipeline	91cc9e5aad4f990aae2f15131e084757		https://www.encodeproject.org/files/ENCFF383BYS/@@download/ENCFF383BYS.bed.gz				released	s3://encode-public/2022/07/23/ed9f2002-41eb-4ce0-a63b-8d602663dcef/ENCFF383BYS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/23/ed9f2002-41eb-4ce0-a63b-8d602663dcef/ENCFF383BYS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, missing genetic modification reagents		
ENCFF366KEF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR605JAI	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7110/'], '@type': ['Target', 'Item'], 'name': 'TMF1-human', 'label': 'TMF1', '@id': '/targets/TMF1-human/', 'title': 'TMF1 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '2abdeee7-146a-446f-acc1-8f30053f8cb8', 'status': 'released'}				TMF1-human	DNA				formaldehyde		2022-10-03	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF989MXJ/, /files/ENCFF828KFL/, /files/ENCFF303FAN/, /files/ENCFF356LFX/	204779	ENCODE Processing Pipeline	3f9ccda24df1147bf5c8c8a9fe2c31a9		https://www.encodeproject.org/files/ENCFF366KEF/@@download/ENCFF366KEF.bed.gz				released	s3://encode-public/2022/09/28/1921a0ac-c645-4408-bad5-3879a59635c0/ENCFF366KEF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/09/28/1921a0ac-c645-4408-bad5-3879a59635c0/ENCFF366KEF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.1 GRCh38	released	low read depth, missing genetic modification reagents		
ENCFF676NOU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR893BAO	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/29803/'], '@type': ['Target', 'Item'], 'name': 'REPIN1-human', 'label': 'REPIN1', '@id': '/targets/REPIN1-human/', 'title': 'REPIN1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '0c86c6e7-9a31-423c-82ce-04263859d026', 'status': 'released'}				REPIN1-human	DNA				formaldehyde		2022-08-15	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF849OLA/, /files/ENCFF356LFX/, /files/ENCFF828KFL/, /files/ENCFF452FUE/	445889	ENCODE Processing Pipeline	e5ca6c1a5335133ccc5b3b7e001541fd		https://www.encodeproject.org/files/ENCFF676NOU/@@download/ENCFF676NOU.bed.gz				released	s3://encode-public/2022/07/23/3fbd4fe4-3cbd-4d82-b4d2-f499450e4739/ENCFF676NOU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/07/23/3fbd4fe4-3cbd-4d82-b4d2-f499450e4739/ENCFF676NOU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	missing genetic modification reagents, low read depth, borderline replicate concordance, mild to moderate bottlenecking		
